word,layer_0,layer_1,layer_2
Dutch,1.0,0.722,0.658
Did,1.0,0.658,0.588
Was,1.0,0.584,0.578
gotten,1.0,0.764,0.701
Stop,1.0,0.771,0.709
cows,1.0,0.849,0.806
Would,1.0,0.715,0.649
Jury,1.0,0.938,0.913
S,1.0,0.729,0.572
Holder,1.0,0.759,0.747
Breathe,1.0,0.9,0.866
Little,1.0,0.723,0.642
Love,1.0,0.705,0.622
quote,1.0,0.649,0.622
Say,1.0,0.718,0.669
Genetic,1.0,0.783,0.725
Use,1.0,0.684,0.558
rehabilitation,1.0,0.968,0.937
Charlie,1.0,0.842,0.795
climate,1.0,0.793,0.685
Season,1.0,0.824,0.753
Because,1.0,0.949,0.885
riot,1.0,0.692,0.544
videos,1.0,0.757,0.721
Warsaw,1.0,0.827,0.713
mask,1.0,0.707,0.551
ideology,1.0,0.745,0.687
normalizing,1.0,0.823,0.715
learning,1.0,0.708,0.576
Op,1.0,0.984,0.915
Columnist,1.0,0.96,0.906
Hits,1.0,0.783,0.657
Assault,1.0,0.824,0.77
Car,1.0,0.855,0.78
Powerful,1.0,0.893,0.833
v.,1.0,0.722,0.562
Opinionator,1.0,0.876,0.843
Beijing,1.0,0.612,0.493
prayer,1.0,0.797,0.716
Oprah,1.0,0.693,0.6
Hard,1.0,0.756,0.66
Back,1.0,0.621,0.527
Calls,1.0,0.753,0.626
NYTimes,1.0,0.901,0.825
Victims,1.0,0.745,0.676
245,1.0,0.857,0.828
outsources,1.0,0.908,0.822
surfs,1.0,0.985,0.976
NRA,1.0,0.725,0.665
Gun,1.0,0.751,0.702
app,1.0,0.767,0.634
Broken,1.0,0.971,0.939
limbs,1.0,0.9,0.858
Piers,1.0,0.864,0.775
brown,1.0,0.797,0.725
tunnel,1.0,0.77,0.651
Briefing,1.0,0.819,0.771
|,1.0,0.818,0.713
Sight,1.0,0.822,0.772
Opinion,1.0,0.902,0.828
220,1.0,0.748,0.682
Gosling,1.0,0.872,0.825
Path,1.0,0.778,0.726
Breaks,1.0,0.785,0.708
Silence,1.0,0.786,0.75
Dreamliner,1.0,0.759,0.7
happy,1.0,0.821,0.772
Design,1.0,0.771,0.728
Disruptions,1.0,0.965,0.937
Driving,1.0,0.798,0.726
Interesting,1.0,0.829,0.818
Pictures,1.0,0.875,0.837
MT,1.0,0.778,0.627
Admits,1.0,0.929,0.885
Doping,1.0,0.886,0.862
Says,1.0,0.817,0.716
Testify,1.0,0.903,0.9
Cycling,1.0,0.928,0.914
Delhi,1.0,0.657,0.579
sad,1.0,0.686,0.596
Subway,1.0,0.781,0.751
Cars,1.0,0.74,0.651
Train,1.0,0.77,0.73
Aaron,1.0,0.852,0.766
Bad,1.0,0.709,0.646
Help,1.0,0.802,0.746
Contributor,1.0,0.97,0.897
Live,1.0,0.783,0.711
U.S,1.0,0.718,0.631
Video,1.0,0.755,0.665
Blog,1.0,0.865,0.783
Hagel,1.0,0.822,0.732
Producer,1.0,0.851,0.814
Sign,1.0,0.663,0.593
Rome,1.0,0.679,0.636
colorful,1.0,0.7,0.546
maid,1.0,0.907,0.82
FAA,1.0,0.806,0.738
IHT,1.0,0.914,0.859
Returns,1.0,0.807,0.673
politics,1.0,0.652,0.555
Good,1.0,0.775,0.741
grief,1.0,0.923,0.918
Subways,1.0,0.974,0.953
Stir,1.0,0.76,0.698
Soul,1.0,0.96,0.931
Need,1.0,0.718,0.641
commits,1.0,0.933,0.882
Generation,1.0,0.807,0.741
Know,1.0,0.838,0.824
Killing,1.0,0.925,0.911
Editorial,1.0,0.967,0.936
Don?t,1.0,0.765,0.746
Ink,1.0,0.866,0.831
Kim,1.0,0.758,0.711
Bits,1.0,0.978,0.963
Unveils,1.0,0.867,0.791
Search,1.0,0.746,0.645
Tool,1.0,0.778,0.745
Graph,1.0,0.791,0.77
NYT,1.0,0.727,0.682
Review,1.0,0.742,0.634
Shell,1.0,0.727,0.644
Deal,1.0,0.759,0.686
Teen,1.0,0.77,0.687
Confronts,1.0,0.947,0.925
Unaffordable,1.0,0.938,0.898
Luxury,1.0,0.839,0.79
Flu,1.0,0.789,0.742
Exercise,1.0,0.805,0.775
Boost,1.0,0.839,0.77
Potency,1.0,0.907,0.912
Official,1.0,0.702,0.559
Preppers,1.0,0.831,0.824
Disabled,1.0,0.856,0.836
Athletes,1.0,0.777,0.772
Logistics,1.0,0.842,0.856
Top,1.0,0.742,0.625
unconstitutional,1.0,0.835,0.771
Slurs,1.0,0.866,0.814
Study,1.0,0.842,0.765
Economic,1.0,0.746,0.688
Ex,1.0,0.831,0.686
Boss,1.0,0.81,0.765
Gatorade,1.0,0.772,0.701
Changes,1.0,0.738,0.672
Firm,1.0,0.839,0.705
Boom,1.0,0.844,0.805
Hip,1.0,0.82,0.749
Maker,1.0,0.817,0.732
Obama?s,1.0,0.76,0.725
Pauline,1.0,0.96,0.954
Phillips,1.0,0.906,0.863
Dear,1.0,0.831,0.777
Abby,1.0,0.848,0.82
Flinty,1.0,0.982,0.976
Adviser,1.0,0.948,0.925
Fight,1.0,0.761,0.679
calorie,1.0,0.889,0.851
restaurants,1.0,0.938,0.924
Deadly,1.0,0.753,0.651
Launches,1.0,0.918,0.89
Airstrikes,1.0,0.88,0.823
favorite,1.0,0.804,0.694
787,1.0,0.756,0.682
defends,1.0,0.792,0.565
listen,1.0,0.762,0.683
Foster,1.0,0.636,0.626
Laws,1.0,0.683,0.653
Happens,1.0,0.92,0.901
Cast,1.0,0.852,0.793
Lindsay,1.0,0.823,0.798
Lohan,1.0,0.869,0.838
Here,1.0,0.829,0.741
Image,1.0,0.882,0.868
Manti,1.0,0.817,0.716
Te'o,1.0,0.769,0.673
Becomes,1.0,0.864,0.806
Kobe,1.0,0.871,0.847
Climbs,1.0,0.896,0.837
Linked,1.0,0.856,0.768
Grades,1.0,0.925,0.925
Works,1.0,0.791,0.749
Rise,1.0,0.713,0.634
Tax,1.0,0.788,0.72
Economy,1.0,0.777,0.715
Probably,1.0,0.737,0.693
Guns,1.0,0.833,0.791
Speed,1.0,0.702,0.636
Apps,1.0,0.824,0.769
Ban,1.0,0.724,0.635
Lifting,1.0,0.883,0.85
Dog,1.0,0.823,0.784
Discovers,1.0,0.879,0.755
Spy,1.0,0.838,0.775
unveils,1.0,0.867,0.625
cry,1.0,0.785,0.78
stomach,1.0,0.786,0.699
Too,1.0,0.863,0.822
Banned,1.0,1.0,1.0
Weapons,1.0,0.773,0.73
Sarah,1.0,0.781,0.736
Palin,1.0,0.702,0.655
programmer,1.0,0.859,0.802
articles,1.0,0.726,0.69
Readers,1.0,0.919,0.873
refund,1.0,0.889,0.867
Newtown,1.0,0.728,0.643
Miss,1.0,0.824,0.741
Nepal,1.0,0.705,0.601
Seek,1.0,0.828,0.772
Fast,1.0,0.727,0.617
Golden,1.0,0.77,0.658
iPhone,1.0,0.723,0.653
Creating,1.0,0.968,0.932
mistakes,1.0,0.722,0.686
Biden,1.0,0.76,0.695
ArtsBeat,1.0,0.964,0.922
Looks,1.0,0.765,0.683
Border,1.0,0.704,0.616
Test,1.0,0.649,0.567
Helicopter,1.0,0.846,0.79
Crusader,1.0,0.779,0.683
Defendant,1.0,0.97,0.915
Feel,1.0,0.706,0.656
honest,1.0,0.8,0.738
Social,1.0,0.789,0.671
options,1.0,0.837,0.795
guys,1.0,0.692,0.597
Rivals,1.0,0.742,0.673
Switch,1.0,0.851,0.783
Weak,1.0,0.867,0.832
incomplete,1.0,0.816,0.734
Rarely,1.0,0.974,0.954
Manning,1.0,0.736,0.674
Riss,1.0,0.869,0.832
Pugach,1.0,0.889,0.848
Headlines,1.0,0.837,0.8
FIFA,1.0,0.638,0.538
Boy,1.0,0.839,0.783
stuff,1.0,0.722,0.603
Hugo,1.0,0.865,0.819
hero,1.0,0.768,0.679
Violence,1.0,0.749,0.705
x,1.0,0.624,0.518
Wars,1.0,0.899,0.881
Hire,1.0,0.836,0.798
Jewish,1.0,0.703,0.592
Interview,1.0,0.788,0.745
ski,1.0,0.704,0.557
App,1.0,0.791,0.736
beer,1.0,0.726,0.609
Veterans,1.0,0.816,0.773
Small,1.0,0.841,0.772
tribute,1.0,0.917,0.864
Which,1.0,0.87,0.857
stars,1.0,0.691,0.558
Break,1.0,0.721,0.689
winter,1.0,0.671,0.557
ten,1.0,0.495,0.438
Housing,1.0,0.747,0.671
Abrams,1.0,0.842,0.786
algorithms,1.0,0.892,0.866
truly,1.0,0.561,0.382
Thai,1.0,0.787,0.713
Decision,1.0,0.763,0.704
Single,1.0,0.68,0.615
info,1.0,0.651,0.514
Benghazi,1.0,0.784,0.697
Algeria,1.0,0.788,0.708
Older,1.0,0.828,0.783
Battery,1.0,0.771,0.707
skier,1.0,0.882,0.86
classic,1.0,0.666,0.52
Premier,1.0,0.686,0.561
pants,1.0,0.717,0.632
posters,1.0,0.891,0.823
Quebec,1.0,0.813,0.696
cool,1.0,0.696,0.608
noticed,1.0,0.763,0.708
loves,1.0,0.768,0.685
eligible,1.0,0.744,0.571
Sentenced,1.0,0.861,0.784
decker,1.0,0.93,0.892
lamb,1.0,0.868,0.811
jockey,1.0,0.949,0.931
moped,1.0,0.912,0.881
sleeps,1.0,0.931,0.918
sheep,1.0,0.832,0.781
smiling,1.0,0.702,0.601
wheelie,1.0,0.906,0.831
tent,1.0,0.865,0.76
mountains,1.0,0.817,0.771
trough,1.0,0.933,0.893
helmet,1.0,0.903,0.872
shorts,1.0,0.85,0.831
sit,1.0,0.868,0.807
grassy,1.0,0.885,0.825
horses,1.0,0.852,0.841
crowded,1.0,0.781,0.644
tan,1.0,0.749,0.697
ducks,1.0,0.885,0.871
sofa,1.0,0.895,0.846
cruise,1.0,0.853,0.782
docked,1.0,0.974,0.969
shore,1.0,0.87,0.807
grey,1.0,0.807,0.755
purple,1.0,0.751,0.633
dressed,1.0,0.91,0.837
blonde,1.0,0.877,0.841
bald,1.0,0.862,0.747
eagles,1.0,0.931,0.921
striped,1.0,0.796,0.722
mountain,1.0,0.78,0.681
goats,1.0,0.82,0.777
cloudy,1.0,0.817,0.75
bookstore,1.0,0.945,0.916
jacket,1.0,0.873,0.822
collar,1.0,0.858,0.802
bedroom,1.0,0.813,0.733
sailing,1.0,0.747,0.657
dryer,1.0,0.733,0.677
infant,1.0,0.697,0.573
outdoors,1.0,0.876,0.766
Tan,1.0,0.92,0.907
cabinets,1.0,0.897,0.843
newborn,1.0,0.832,0.768
bikini,1.0,0.861,0.83
jeans,1.0,0.869,0.837
chairs,1.0,0.883,0.824
ears,1.0,0.824,0.754
Couple,1.0,0.906,0.868
sailboat,1.0,0.943,0.89
horned,1.0,1.0,1.0
icy,1.0,0.71,0.571
feeder,1.0,0.9,0.811
beam,1.0,0.82,0.746
fountain,1.0,0.869,0.839
paved,1.0,0.843,0.795
clad,1.0,0.755,0.672
forest,1.0,0.821,0.73
snowy,1.0,0.807,0.754
flapping,1.0,0.938,0.936
wings,1.0,0.837,0.776
formation,1.0,0.603,0.434
bikes,1.0,0.802,0.747
steam,1.0,0.866,0.841
planes,1.0,0.711,0.602
boats,1.0,0.806,0.738
pond,1.0,0.849,0.808
pile,1.0,0.73,0.625
bright,1.0,0.772,0.61
beard,1.0,0.817,0.781
backpack,1.0,0.784,0.725
hats,1.0,0.859,0.834
fashioned,1.0,0.884,0.805
receptacle,1.0,0.868,0.825
auction,1.0,0.743,0.665
bathroom,1.0,0.733,0.644
airliner,1.0,0.745,0.619
ferris,1.0,0.901,0.868
leash,1.0,0.844,0.798
railing,1.0,0.849,0.788
dock,1.0,0.873,0.821
wires,1.0,0.817,0.753
Mall,1.0,0.742,0.701
detains,1.0,0.862,0.715
tourist,1.0,0.866,0.761
Jerusalem,1.0,0.721,0.672
Protest,1.0,0.753,0.645
Beckham,1.0,0.865,0.82
resume,1.0,0.665,0.529
wildfire,1.0,0.889,0.855
2020,1.0,0.836,0.74
explosions,1.0,0.855,0.796
Brotherhood,1.0,0.737,0.679
Rouhani,1.0,0.801,0.724
CENC,1.0,0.983,0.945
Chemical,1.0,0.802,0.714
Belfast,1.0,0.787,0.688
Snowden,1.0,0.731,0.649
Moderate,1.0,0.765,0.654
tensions,1.0,0.751,0.67
Missing,1.0,0.748,0.651
Modi,1.0,0.745,0.665
Marathon,1.0,0.789,0.71
pays,1.0,0.712,0.58
declares,1.0,0.808,0.642
Kabul,1.0,0.72,0.635
reveals,1.0,0.791,0.607
Musharraf,1.0,0.825,0.78
Record,1.0,0.724,0.588
Thatcher,1.0,0.86,0.816
Cameron,1.0,0.749,0.644
stadium,1.0,0.66,0.575
Typhoon,1.0,0.847,0.812
Mother,1.0,0.783,0.686
shutdown,1.0,0.725,0.617
sends,1.0,0.778,0.574
uncle,1.0,0.813,0.79
League,1.0,0.696,0.596
pub,1.0,0.816,0.781
prays,1.0,0.844,0.773
Lenin,1.0,0.967,0.952
Sinai,1.0,0.812,0.713
Pistorius,1.0,0.85,0.77
Hakimullah,1.0,0.876,0.863
eruption,1.0,0.8,0.768
Papers,1.0,0.991,0.985
detain,1.0,0.923,0.93
capsizes,1.0,0.875,0.835
Mars,1.0,0.777,0.654
conditional,1.0,0.77,0.648
solo,1.0,0.699,0.565
Kashmir,1.0,0.827,0.778
museum,1.0,0.731,0.651
Merkel,1.0,0.847,0.816
Sudanese,1.0,0.811,0.709
mall,1.0,0.76,0.624
accusations,1.0,0.701,0.628
kidnappers,1.0,0.771,0.652
Yellen,1.0,0.911,0.87
Janet,1.0,0.925,0.867
Doris,1.0,0.937,0.909
Lessing,1.0,0.926,0.916
wage,1.0,0.735,0.629
southwest,1.0,0.88,0.812
Kiev,1.0,0.851,0.788
marathon,1.0,0.634,0.516
racetrack,1.0,0.846,0.781
leaping,1.0,0.757,0.698
leaps,1.0,0.795,0.704
referee,1.0,0.765,0.677
imagine,1.0,0.83,0.819
balls,1.0,0.793,0.703
electricity,1.0,0.777,0.66
disbursing,1.0,0.934,0.934
furnace,1.0,0.84,0.773
ON,1.0,0.808,0.804
bubble,1.0,0.786,0.686
wet,1.0,0.716,0.609
stranded,1.0,0.78,0.693
predicting,1.0,1.0,1.0
obstacle,1.0,0.807,0.764
foundation,1.0,0.767,0.6
screw,1.0,0.809,0.788
derived,1.0,0.758,0.576
PhD,1.0,0.766,0.654
Stars,1.0,0.928,0.867
collision,1.0,0.677,0.537
solar,1.0,0.732,0.599
myself,1.0,0.768,0.642
probabilities,1.0,0.824,0.789
grater,1.0,0.918,0.891
bulb,1.0,0.733,0.683
obvious,1.0,0.632,0.56
Dynamic,1.0,0.836,0.79
lots,1.0,0.719,0.64
spouse,1.0,0.772,0.705
construct,1.0,0.783,0.661
outdoor,1.0,0.701,0.556
diaper,1.0,0.735,0.69
splashing,1.0,0.828,0.773
Danios,1.0,0.736,0.625
god,1.0,0.746,0.652
lens,1.0,0.781,0.688
super,1.0,0.569,0.382
elsewhere,1.0,0.819,0.767
switch,1.0,0.758,0.679
anyway,1.0,0.689,0.57
worn,1.0,0.754,0.727
hockey,1.0,0.803,0.689
random,1.0,0.87,0.815
supposed,1.0,0.825,0.713
oldest,1.0,0.866,0.805
volleyball,1.0,0.92,0.848
pit,1.0,0.788,0.679
Frisbee,1.0,0.815,0.749
ramp,1.0,0.901,0.85
trunks,1.0,0.898,0.897
surfer,1.0,0.927,0.916
playground,1.0,0.769,0.687
pathway,1.0,0.744,0.66
Bulb,1.0,0.885,0.854
Bulbs,1.0,0.94,0.895
c,1.0,0.863,0.789
paths,1.0,0.818,0.79
terminals,1.0,0.775,0.712
burns,1.0,0.944,0.902
bulbs,1.0,0.84,0.806
Measuring,1.0,0.996,0.983
z,1.0,0.824,0.71
postive,1.0,0.765,0.732
Terminals,1.0,0.976,0.942
X.,1.0,0.98,0.97
b,1.0,0.82,0.736
circut,1.0,0.741,0.656
seperated,1.0,0.882,0.796
Cory,1.0,0.815,0.695
Monteith,1.0,0.811,0.746
Crimea,1.0,0.725,0.641
Rudd,1.0,0.815,0.779
Karen,1.0,0.723,0.599
Earthquake,1.0,0.794,0.733
Margaret,1.0,0.852,0.801
ferry,1.0,0.725,0.643
Äď,1.0,0.601,0.5
MH17,1.0,0.675,0.495
visa,1.0,0.816,0.752
MERS,1.0,0.708,0.562
america,1.0,0.707,0.592
rhetoric,1.0,0.835,0.762
obama,1.0,0.728,0.632
deficit,1.0,0.788,0.719
admin,1.0,0.796,0.785
fox,1.0,0.727,0.648
leviticus,1.0,0.905,0.854
recommendation,1.0,0.754,0.691
operators,1.0,0.742,0.666
resale,1.0,0.996,0.99
Newman,1.0,0.77,0.719
Eatonville,1.0,0.737,0.645
naive,1.0,0.868,0.825
dominant,1.0,0.894,0.83
anthem,1.0,0.867,0.79
ÚOHS,1.0,0.878,0.842
GFCI,1.0,0.746,0.663
IRA,1.0,0.802,0.737
asparagus,1.0,1.0,1.0
fixture,1.0,0.811,0.786
transit,1.0,0.929,0.869
Schengen,1.0,0.827,0.727
berries,1.0,1.0,1.0
floors,1.0,0.815,0.783
disadvantages,1.0,0.879,0.858
Ebola,1.0,0.8,0.721
Vector,1.0,1.0,0.999
vector,1.0,0.71,0.634
Inheritance,1.0,0.971,0.952
inheritance,1.0,0.78,0.697
reuse,1.0,0.781,0.674
Bayes,1.0,0.803,0.716
theorem,1.0,0.828,0.762
interpretations,1.0,0.953,0.949
dimension,1.0,0.891,0.844
corresponds,1.0,0.982,0.971
B.,1.0,0.934,0.869
tf,1.0,0.903,0.793
idf,1.0,0.909,0.869
weighting,1.0,0.944,0.886
algebraic,1.0,0.87,0.805
vectors,1.0,0.805,0.77
retrieval,1.0,0.766,0.671
filtering,1.0,0.833,0.774
Programming,1.0,0.828,0.763
SMART,1.0,0.978,0.94
Retrieval,1.0,0.889,0.876
retrieved,1.0,1.0,1.0
PageRank,1.0,0.772,0.686
frequencies,1.0,1.0,1.0
computing,1.0,0.979,0.965
P(B,1.0,0.987,0.944
marginal,1.0,0.817,0.705
computed,1.0,0.805,0.724
posterior,1.0,0.908,0.845
observations,1.0,0.943,0.917
superclass,1.0,0.977,0.952
subproblems,1.0,0.738,0.707
compute,1.0,0.93,0.885
indexing,1.0,0.771,0.645
algorithm,1.0,0.848,0.79
